1.000000000000000000e+00,1.000000000000000000e+00,4.994999999999999996e-01,7.514999999999999458e-01,3.747400000000000175e-01,8.114400000000000501e-01,5.923199999999999577e-01,7.041199999999999681e-01,6.490399999999999503e-01,3.256000000000000005e-01,1.637800000000000089e-01,9.194799999999999640e-01,4.588800000000000101e-01,2.298800000000000010e-01,1.163799999999999973e-01,9.403399999999999537e-01,4.718399999999999817e-01,2.354600000000000026e-01,8.824999999999999512e-01,4.389399999999999968e-01,7.816999999999999504e-01,6.091199999999999948e-01,3.012599999999999723e-01,8.515200000000000546e-01
0.000000000000000000e+00,1.000000000000000000e+00,4.985200000000000187e-01,7.515800000000000258e-01,6.237399999999999611e-01,3.113000000000000211e-01,8.438600000000000545e-01,5.805399999999999450e-01,7.101199999999999735e-01,6.438800000000000079e-01,3.207800000000000096e-01,1.602200000000000013e-01,9.190599999999999881e-01,4.598200000000000065e-01,2.304599999999999982e-01,1.154599999999999932e-01,9.421199999999999575e-01,4.723800000000000221e-01,2.356399999999999884e-01,8.810999999999999943e-01,4.395800000000000263e-01,7.807600000000000096e-01,6.130999999999999783e-01,3.055800000000000183e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.509199999999999764e-01,8.735600000000000032e-01,5.645400000000000418e-01,2.823599999999999999e-01,8.576000000000000290e-01,5.757799999999999585e-01,7.092199999999999616e-01,6.480399999999999494e-01,3.218599999999999794e-01,1.622399999999999953e-01,9.202200000000000379e-01,4.600799999999999890e-01,2.315200000000000036e-01,1.146599999999999980e-01,9.433200000000000474e-01,4.695799999999999974e-01,2.359999999999999876e-01,8.805199999999999694e-01,4.418199999999999905e-01,7.808399999999999785e-01,6.082400000000000029e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.198000000000000176e-01,6.907999999999999696e-01,6.514600000000000390e-01,3.266800000000000259e-01,8.371600000000000152e-01,5.822800000000000198e-01,7.089400000000000146e-01,6.459599999999999786e-01,3.228599999999999803e-01,1.602600000000000136e-01,9.189199999999999591e-01,4.589799999999999991e-01,2.307200000000000084e-01,1.152600000000000013e-01,9.425799999999999734e-01,4.682999999999999940e-01,2.346199999999999952e-01,8.830400000000000471e-01,4.406599999999999961e-01,7.807600000000000096e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.375399999999999845e-01,7.811599999999999655e-01,6.084399999999999809e-01,3.015999999999999792e-01,8.481600000000000250e-01,5.734599999999999698e-01,7.121199999999999752e-01,6.411799999999999722e-01,3.191399999999999793e-01,1.602200000000000013e-01,9.178800000000000292e-01,4.595799999999999885e-01,2.291600000000000026e-01,1.147999999999999993e-01,9.420199999999999685e-01,4.689999999999999725e-01,2.343000000000000083e-01,8.848799999999999999e-01,4.379000000000000115e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.707799999999999763e-01,7.636399999999999855e-01,6.186599999999999877e-01,3.092199999999999949e-01,8.450199999999999934e-01,5.792800000000000171e-01,7.074200000000000488e-01,6.457600000000000007e-01,3.270199999999999774e-01,1.648399999999999865e-01,9.176999999999999602e-01,4.587600000000000011e-01,2.310399999999999954e-01,1.167200000000000043e-01,9.419600000000000195e-01,4.751600000000000268e-01,2.336799999999999988e-01,8.828799999999999981e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.847600000000000242e-01,7.578599999999999781e-01,6.215800000000000214e-01,3.089000000000000079e-01,8.449799999999999534e-01,5.775200000000000333e-01,7.129999999999999671e-01,6.438800000000000079e-01,3.234199999999999853e-01,1.607000000000000095e-01,9.185600000000000431e-01,4.607600000000000029e-01,2.293999999999999928e-01,1.152200000000000030e-01,9.423000000000000265e-01,4.692200000000000260e-01,2.341399999999999870e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.046599999999999975e-01,7.473199999999999843e-01,6.283800000000000496e-01,3.162200000000000011e-01,8.410800000000000498e-01,5.811399999999999899e-01,7.110600000000000254e-01,6.425800000000000400e-01,3.216600000000000015e-01,1.624800000000000133e-01,9.186199999999999921e-01,4.589599999999999791e-01,2.281400000000000095e-01,1.140800000000000008e-01,9.436600000000000543e-01,4.720799999999999996e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.010000000000000009e-01,7.490799999999999681e-01,6.278200000000000447e-01,3.166200000000000125e-01,8.413199999999999568e-01,5.757600000000000495e-01,7.109999999999999654e-01,6.441000000000000059e-01,3.211999999999999855e-01,1.621599999999999986e-01,9.179800000000000182e-01,4.599199999999999955e-01,2.279799999999999882e-01,1.123999999999999999e-01,9.438800000000000523e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.988000000000000211e-01,7.490400000000000391e-01,6.245000000000000551e-01,3.136599999999999944e-01,8.424199999999999466e-01,5.727600000000000469e-01,7.144000000000000350e-01,6.428399999999999670e-01,3.231200000000000183e-01,1.620399999999999896e-01,9.183400000000000452e-01,4.600600000000000245e-01,2.288800000000000001e-01,1.149400000000000005e-01
